"","AncId","Desc","Branch.Length"
"1","101","2796_236.80173709329",55.2759642995
"2","101","2918_246.000388784204",64.4746159904
"3","102","5292_476.030237990001",376.6855844534
"4","102","101",82.1811192572
"5","103","4456_384.281962548879",168.5208870097
"6","103","3397_284.852217217408",69.0911416782
"7","104","5511_499.928571017879",317.3443429294
"8","104","103",33.1768474507
"9","105","104",157.6518988896
"10","105","1981_162.205285524088",137.2729563252
"11","106","3709_313.521865258348",323.870672771
"12","106","105",35.2811367115
"13","107","1460_108.817580083911",180.8437516567
"14","107","106",61.6773640602
"15","108","107",0.7466992203
"16","108","2414_200.701847162053",273.4747179551
"17","109","7049_686.223598348335",70.7322031584
"18","109","9819_1120.93610653814",505.4447113482
"19","110","109",439.7976260411
"20","110","2837_240.281063310086",64.5872941613
"21","111","16998_2417.38033119798",659.0436396847
"22","111","14637_2019.14675640735",260.8100648941
"23","112","111",305.2544005905
"24","112","12263_1607.09774844034",154.0154575176
"25","113","17228_2453.7571140237",193.7333835914
"26","113","17010_2419.16043884652",159.1367084143
"27","114","15301_2135.51620106067",449.4071970084
"28","114","113",573.91472638
"29","115","15331_2140.26865784943",150.2480792337
"30","115","17651_2528.35777654938",538.3371979336
"31","116","115",134.1388364616
"32","116","14880_2065.07207729596",209.1903351418
"33","117","114",104.833682877
"34","117","116",274.6064209789
"35","118","117",93.8627624725
"36","118","14796_2049.96634962042",562.5537909176
"37","119","112",32.9272980006
"38","119","118",67.2575657806
"39","120","119",233.1368792701
"40","120","10672_1269.96845509862",82.9503414465
"41","121","120",646.6301840068
"42","121","6830_655.835757169753",115.4478275245
"43","122","121",235.9212147248
"44","122","4200_358.306462827607",53.8397479071
"45","123","122",131.9877061752
"46","123","2426_201.399567162118",28.9205584168
"47","124","123",35.2350634873
"48","124","2191_180.747148323248",43.5032030652
"49","125","110",128.9423009477
"50","125","124",90.4924770568
"51","126","7717_787.284675205213",605.826789525
"52","126","4771_418.923394850363",237.4655091702
"53","127","125",87.6700166339
"54","127","126",222.3764341129
"55","128","2217_182.708353634285",154.3503551432
"56","128","2706_229.71424727066",201.3562487795
"57","129","6186_578.13561373104",52.7981516459
"58","129","6466_610.651699998763",85.3142379136
"59","130","128",33.5316797847
"60","130","129",530.5111433788
"61","131","5777_525.103496188922",29.2924896987
"62","131","5527_501.319165333991",5.5081588437
"63","132","10504_1230.47875939033",369.6606495437
"64","132","11067_1341.12282251281",480.3047126662
"65","133","132",356.5680045585
"66","133","8634_936.026813468743",431.7767081806
"67","134","10121_1170.11849088774",384.5479254926
"68","134","13075_1786.21574740447",1000.6451820094
"69","135","134",253.8358896927
"70","135","8792_957.95223248524",426.2175567828
"71","136","133",191.6157966707
"72","136","135",219.100367085
"73","137","131",202.7223646698
"74","137","136",19.545666797
"75","138","5287_474.248537855765",485.0182615982
"76","138","137",303.8583655629
"77","139","130",4.4598285932
"78","139","138",-1.1362138557
"79","140","127",-10.4786634609
"80","140","139",20.806375085
"81","141","4391",34.6290005135
"82","141","4341_372.870151886442",406.4991524
"83","142","12352_1633.3725055561",56.3342440079
"84","142","12196_1585.49043470396",8.4521731557
"85","143","11998_1543.94058968141",30.0550613894
"86","143","142",63.1527332563
"87","144","11062_1339.82410807483",399.2719141377
"88","144","143",573.3333343548
"89","145","7400_745.407597629544",250.6230178524
"90","145","144",445.76761416
"91","146","5193_462.619637668355",100.6465217171
"92","146","145",132.8114638259
"93","147","4711",7.4073561386
"94","147","146",368.3804720899
"95","148","147",60.2577261592
"96","148","2685_227.437397091871",294.1024793897
"97","149","16058_2264.13212290752",101.7216328138
"98","149","16093_2270.44398542966",108.033495336
"99","150","149",64.2554414262
"100","150","16897_2396.32560515747",298.17055649
"101","151","150",42.3605917845
"102","151","15939_2245.62306417842",189.8286072954
"103","152","151",326.2887393337
"104","152","13936_1921.42108305663",191.9153655074
"105","153","11961_1538.0894373614",22.9045767252
"106","153","152",214.320856913
"107","154","9872_1128.30972785452",64.2134934768
"108","154","11080_1342.81034309291",278.7141087152
"109","155","153",777.5072038188
"110","155","154",326.4185775603
"111","156","155",214.373864965
"112","156","6523_616.805459945779",93.5016680934
"113","157","12537_1670.17712378816",212.9097982943
"114","157","12532_1668.59926296517",211.3319374713
"115","158","157",345.3079759282
"116","158","10355_1200.72853303943",88.7691834737
"117","159","158",299.8511810431
"118","159","8391_904.575213283419",92.4670447608
"119","160","10783_1296.77766942735",553.4674244105
"120","160","159",68.7979235058
"121","161","13138_1797.54421565826",71.465291214
"122","161","13091_1789.89364301442",63.8147185701
"123","162","161",358.5939967724
"124","162","12337_1626.69057456896",259.205646897
"125","163","15271_2132.14290389555",376.0339150173
"126","163","13162_1799.6553825652",43.5463936869
"127","164","17112_2436.11256737301",490.178079088
"128","164","14978_2080.02545040463",134.0909621196
"129","165","17544_2508.8686209599",743.7641920853
"130","165","164",180.8300594104
"131","166","163",85.7889717097
"132","166","165",94.784411706
"133","167","166",299.6810395719
"134","167","11711_1467.37489741288",96.7359198162
"135","168","162",96.1301731563
"136","168","167",99.2842230811
"137","169","168",45.9051972292
"138","169","10776_1294.14121886132",68.6916615749
"139","170","8616_935.261101096793",280.4815753721
"140","170","7054_686.534988300241",31.7554625756
"141","171","169",607.1762773644
"142","171","170",36.5062458026
"143","172","4681_406.547825561549",12.0131149847
"144","172","171",223.7385693452
"145","173","4067_344.623347595963",8.5159944327
"146","173","172",58.4273574135
"147","174","173",34.458183952
"148","174","3739_316.349984393766",14.7008151825
"149","175","3891_327.476833401537",82.1965664484
"150","175","174",56.3689022581
"151","176","160",551.7681811465
"152","176","175",53.7382030829
"153","177","12752_1713.44663728494",35.7455105369
"154","177","12826_1726.57600481962",48.8748780716
"155","178","15461_2161.76581008314",494.0406554227
"156","178","177",9.9759720876
"157","179","178",926.7873777811
"158","179","8141_862.243987803129",121.3062109238
"159","180","7284_732.253753366588",272.6581180973
"160","180","179",281.3421416101
"161","181","176",104.8985096642
"162","181","180",372.9520810632
"163","182","156",545.1995273065
"164","182","181",108.5392896602
"165","183","1430_105.590590529992",128.8449325993
"166","183","2735_232.282363787655",255.5367058569
"167","184","182",23.8348818245
"168","184","183",22.4762752094
"169","185","148",-22.8884928995
"170","185","184",-1.9540278804
"171","186","2208_182.255270919796",243.6903429323
"172","186","185",17.6584826141
"173","187","141",27.201519341
"174","187","186",-0.6045521579
"175","188","140",42.0375188254
"176","188","187",11.6468839426
"177","189","2058_169.02064330515",201.9852705998
"178","189","3861",33.9646272947
"179","190","188",10.2704866728
"180","190","189",49.7832631754
"181","191","108",33.3974472512
"182","191","190",23.4224275743
"183","192","102",212.4847333859
"184","192","191",6.969761805
"185","193","1454_108.116166250286",95.9727134265
"186","193","2992_253.250242560707",241.1067897369
"187","194","1277_89.2118218274983",133.2987851845
"188","194","193",56.2304161808
"189","195","2161_178.111570410682",21.6340454355
"190","195","3252_274.870614144514",118.3930891693
"191","196","194",28.6571558482
"192","196","195",229.2216441804
"193","197","192",10.3277892646
"194","197","196",50.7237499087
"195","198","2439_201.895473680842",125.8228572097
"196","198","1939_159.780529376522",83.7079129054
"197","199","197",60.1412120538
"198","199","198",259.6816976388
